y,x1,x2,x3,x4
0,-1.8241206030150754,0.7984226430709451,-1.8651502583156414,A
2,-1.7939698492462313,0.9905075148836157,0.003434953892043965,B
1,-1.763819095477387,-0.9547007178356506,0.5628618710934526,A
7,-1.7336683417085428,1.7718605977339905,-0.3674903589629016,C
3,-1.7035175879396987,-1.3291146366844646,0.48966244477705556,B
3,-1.6733668341708543,-0.14419619044515608,0.0551755648632879,B
6,-1.6432160804020102,-0.9859108857000032,-0.5120945393047608,C
2,-1.6130653266331658,0.4640256219180786,0.5726232757241699,B
0,-1.5829145728643217,0.5844810382988614,2.33657886621159,A
0,-1.5527638190954773,0.4671564719847796,-0.7144305854194518,B
1,-1.5226130653266332,0.3079736959494037,1.9422636537478228,A
1,-1.492462311557789,-2.5569048668106786,0.4730891380235007,B
0,-1.4623115577889447,0.3550447877472657,1.3731173187529824,A
2,-1.4321608040201006,2.0919915080834266,-1.0437116227730412,B
1,-1.4020100502512562,0.2318196654912473,-0.9157183932022596,A
1,-1.3718592964824121,-1.1555122919176015,-1.9648292653031778,B
4,-1.341708542713568,-0.8857080881769636,-0.38115012880947574,B
1,-1.3115577889447236,0.10225310407698586,-1.455324952989709,B
3,-1.2814070351758795,-1.8827997964485348,-1.0165184258484232,A
2,-1.2512562814070352,1.1543079567151986,-1.3434537390308032,B
3,-1.221105527638191,-0.8713938173079099,0.6738818850415265,A
9,-1.190954773869347,0.9558438490710899,0.3078153059557396,C
6,-1.1608040201005025,-1.2437368032569855,-0.06517302107342068,C
8,-1.1306532663316584,2.1768231239815257,-1.9900636741388735,C
3,-1.100502512562814,0.652322257887923,-1.2795228873304332,A
2,-1.07035175879397,-0.6425666014313552,1.1308330744189328,A
2,-1.0402010050251258,-0.7041353478297007,-1.5708273523612115,B
2,-1.0100502512562815,0.8028344697816007,0.6313807880910725,B
8,-0.9798994974874371,0.3799704321720725,-1.274847724590145,C
2,-0.949748743718593,0.39679365049495996,-0.10841958233680807,B
2,-0.9195979899497488,-0.32992118794865405,1.4737119180213931,A
4,-0.8894472361809047,-1.4629245549570107,1.7632169018575472,B
7,-0.8592964824120606,-1.5620097665168908,0.0984091443860682,C
0,-0.829145728643216,1.1029111225054347,-0.1820992845171758,A
1,-0.7989949748743719,1.4871635606798184,1.5622628830220084,A
3,-0.7688442211055277,-0.2486831802257596,-0.2362526077772208,B
8,-0.7386934673366836,-1.6040363101160104,-0.030114171604653267,C
8,-0.7085427135678395,0.5046617030672007,-0.5323033895770367,C
5,-0.6783919597989949,-1.3101435425403531,-0.08840089432278407,C
5,-0.6482412060301508,1.9949047403342994,-1.2791278027506185,C
8,-0.6180904522613067,-2.7467954840543443,-0.42101634885307615,C
1,-0.5879396984924625,0.1770973134809475,-0.25018240217621257,A
7,-0.5577889447236184,-0.9944627843068863,-1.6765716408280558,C
3,-0.5276381909547738,-1.182908729781972,0.7299705530408844,A
4,-0.4974874371859297,-0.8855438336192769,0.7218406693012722,B
7,-0.46733668341708556,-0.4722162591963539,-0.3399231571983777,C
2,-0.43718592964824143,1.7367783097034226,1.241088336981663,A
4,-0.4070351758793973,0.5669141720147821,-0.6632423486351814,A
1,-0.37688442211055273,0.4839475062342985,-0.6275277645798009,A
4,-0.3467336683417086,-0.8563752361474197,-0.426653048232334,A
8,-0.31658291457286447,-0.40298099778817964,-1.7464589635971304,C
7,-0.28643216080402034,0.9741397516309357,1.7048402642157552,C
8,-0.2562814070351762,-1.2225026233751213,-0.05553676657723281,C
4,-0.22613065326633164,-0.5137568895238073,0.8160766051124476,A
4,-0.1959798994974875,0.4246900173272648,-0.6132084058460464,A
4,-0.16582914572864338,-1.1855259741348463,1.1913421702727542,A
5,-0.13567839195979925,0.8250269572868371,1.079036623963735,B
3,-0.10552763819095468,-0.16750223759692165,-1.3668577246589122,A
8,-0.07537688442211055,0.2786569515774556,0.5518235599697099,C
4,-0.045226130653266416,0.5469766195204163,-1.0060067071890342,A
4,-0.015075376884422287,-0.5947589871460167,-0.07195257634966681,B
2,0.015075376884421843,0.3866638762649742,-0.09894728673425927,A
3,0.045226130653266416,0.3208101074401194,0.855025182300223,A
8,0.07537688442211055,-0.5884320750459713,1.908838680891266,C
4,0.10552763819095468,0.2535230354355805,1.9020599884815763,A
6,0.1356783919597988,-0.8204307257244019,-0.28510964297290786,C
9,0.16582914572864293,-0.8795428710232479,0.9804571405102109,C
9,0.1959798994974875,-0.00641652262749372,1.8427575857144844,C
3,0.22613065326633164,0.28387173341228766,2.0968081679859862,B
10,0.25628140703517577,-0.17856436443666757,-0.38640360475756036,C
6,0.2864321608040199,0.03554530720819257,-0.20307299650075383,B
8,0.316582914572864,0.10916075989308897,1.4991817687455717,B
3,0.3467336683417086,0.7580726242692156,0.4722404769125128,A
5,0.37688442211055273,-0.30100834577388247,1.1677309372480316,A
2,0.40703517587939686,-0.5014908068534667,-0.9035610982824894,B
7,0.437185929648241,1.3208080190840463,-0.02626488807757998,B
5,0.4673366834170851,-0.5787401637086368,0.10416484971895623,A
7,0.4974874371859297,0.11614942064615812,-0.7227484890050072,B
7,0.5276381909547738,0.8532441062643659,-1.2278786434981246,B
10,0.557788944723618,-0.704330508876334,0.3074566337057979,C
10,0.5879396984924621,-2.096714782101988,-0.5975410915527646,C
2,0.6180904522613062,-0.6454653872627104,1.1551402385974108,A
9,0.6482412060301508,-0.26631566619913005,0.8122166631472308,C
4,0.6783919597989949,-0.15950469032870798,1.1499382722708336,A
9,0.708542713567839,0.6523366064817799,-0.4121717229958398,A
9,0.7386934673366832,0.2567202202078623,0.2417737313972114,C
9,0.7688442211055273,-0.651878161572868,0.1304331746499785,C
7,0.7989949748743719,0.403853092391742,-0.73394805850514,C
8,0.829145728643216,1.1586648799582882,0.6740653716283392,C
7,0.8592964824120601,0.09228235319267895,0.6790316183834962,B
10,0.8894472361809043,-2.0760982688704197,-0.7159333151722092,C
6,0.9195979899497484,0.752857121647981,-0.07784493483911098,A
8,0.949748743718593,0.7907263711142523,0.7412241898775477,B
5,0.9798994974874371,-0.5316621325655776,-0.6466902809426663,A
7,1.0100502512562812,-2.0753634337177664,-0.01345563689364197,B
10,1.0402010050251258,-0.10229867667465799,0.9259453358154236,C
3,1.0703517587939695,2.135137568371599,1.466517570056708,A
3,1.100502512562814,-0.5877572428375573,0.22053457388146158,A
8,1.1306532663316577,-1.3750345489279474,-0.4268952237509376,A
7,1.1608040201005023,0.370660936266032,-1.295002198929207,C
9,1.190954773869347,-1.480913188948432,0.407714453138469,C
10,1.2211055276381906,-1.1165536689087778,0.3441485699370687,C
4,1.2512562814070352,1.1717987283665812,-0.5503792754263325,A
4,1.2814070351758788,-0.8989640205764351,-0.5812649851224337,A
7,1.3115577889447234,0.3640820692329352,-2.1360028257167674,A
5,1.341708542713568,-0.26403645073999904,-0.09402925840485317,A
10,1.3718592964824117,0.4756451891369558,0.40434595029300385,C
6,1.4020100502512562,1.2942708820957647,-1.1349788334546007,A
9,1.4321608040201,0.3574920259192968,0.5509832237594651,C
7,1.4623115577889445,-0.5473344923270794,0.9660351963154701,C
4,1.492462311557789,-0.03410041410907721,-0.3159757262962102,A
6,1.5226130653266328,0.6035051345425692,-1.4792492645483597,A
10,1.5527638190954773,1.0480804756374755,-0.3469307409800018,C
6,1.582914572864321,-0.8296932030160591,0.4092173851612473,A
9,1.6130653266331656,-1.4358558567264066,-0.21987524600679417,B
9,1.6432160804020102,-0.1210838944468082,0.1898966462002411,B
6,1.6733668341708539,-1.6982460840980593,0.4834818951126994,B
3,1.7035175879396984,0.8896640964129158,-1.1651985966031688,A
4,1.7336683417085421,0.16635862529179712,0.02489864557941112,A
10,1.7638190954773867,-0.40080913264342316,-0.15222137377221828,C
10,1.7939698492462313,-0.24618598627311375,1.7657872629958289,C
8,1.824120603015075,-1.5561254953604973,-0.6394955940976425,B
5,1.8542713567839195,1.9495265575699356,0.13302973795287532,A
9,1.8844221105527632,-0.18542214119229852,0.42551135500689014,C
6,1.9145728643216078,-0.6220203047297107,0.5434984739835446,B
9,1.9447236180904524,0.6881405488130001,0.35261478366438237,C
8,1.974874371859296,0.3526970262190165,0.3409660878566796,B
7,2.0050251256281406,-0.25376077645811623,0.25513958573180473,B
8,2.0351758793969843,-0.06469435306292508,0.0086425014508002,C
7,2.065326633165829,2.5482797205253718,-1.0580763382576157,B
6,2.0954773869346734,-0.944161954414761,0.8730886546174249,B
8,2.125628140703517,1.7443908551928082,-1.0188486027591834,B
6,2.1557788944723617,-0.8135456226760769,0.3395068195210092,B
9,2.1859296482412054,-0.6804660017047303,-1.5773023487779203,B
10,2.21608040201005,-0.13882071341046545,-1.7031503904787866,C
9,2.2462311557788945,-1.8765734245165162,-1.11611043250273,C
7,2.2763819095477382,0.6698946706912818,-1.243430120217685,A
6,2.306532663316583,-0.8184922809845074,0.9236202410060743,A
9,2.3366834170854265,-1.3132948978809615,0.4534460856837364,B
10,2.366834170854271,-1.7821610306016802,0.5920109557622866,C
9,2.3969849246231156,-1.0858931628798716,0.07183163182004987,B
4,2.4271356783919593,2.184492661475348,-0.8941843375735405,B
10,2.457286432160804,-0.8863476421147645,0.20264322382524136,C
9,2.4874371859296476,-0.7249707081642135,-0.9435252420349591,C
10,2.517587939698492,-0.08784232829777373,0.0020865975827439294,C
5,2.5477386934673367,-0.6712087286646854,0.9373407230063038,B
6,2.5778894472361804,0.2376061186028847,-0.32174998328619503,B
7,2.608040201005025,0.2627881028823758,0.49090611521991667,B
4,2.6381909547738687,-0.0676870533513626,-0.05310582079736007,A
8,2.6683417085427132,-1.1882241566805856,-0.1343454359361034,C
9,2.698492462311558,0.6284099180108567,-0.769350186178089,C
9,2.7286432160804015,-0.4118903879805554,1.0708255041022452,B
6,2.758793969849246,-0.37785101156795353,-0.9267323972501754,B
6,2.7889447236180906,-0.05372067172386378,-1.20208967672797,B
5,2.8190954773869343,1.6328047959500789,1.3856169196187365,B
7,2.849246231155779,0.06581062253072281,2.252746370334266,A
6,2.8793969849246226,0.7923540401714725,0.7388172690105838,B
8,2.909547738693467,0.5047732832237668,-0.4491115455691033,C
8,2.9396984924623117,-0.7580047276362372,0.3872110659984303,C
8,2.9698492462311554,-1.6405088648563682,0.5671100987806558,B
8,3,-0.8196728942990064,-1.3819562767514442,B
